source,target
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Joan Miquel Oliver,cantautor
Joan Miquel Oliver,cantautor catala
Joan Miquel Oliver,indie catala
Joan Miquel Oliver,musica mallorquina
Joan Miquel Oliver,rock catala
Anna Andreu,indie catala
Marialluïsa,indie catala
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Socunbohemio,indie catala
Joan Colomo,cantautor catala
Joan Colomo,indie catala
Joan Colomo,rock catala
Nico Roig,indie catala
La iaia,indie catala
La iaia,rock catala
Germà Aire,indie catala
Núria Graham,indie catala
Miquel Serra,indie catala
Miquel Serra,musica mallorquina
Mishima,indie catala
Mishima,rock catala
Sanjosex,cantautor
Sanjosex,indie catala
Sanjosex,rock catala
Ariox,indie catala
Ariox,musica catalana
Maria Jaume,indie catala
Maria Jaume,rock catala
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Ernest Crusats,indie catala
Lluís Cabot,indie catala
Lluís Cabot,musica mallorquina
Guillem Ramisa,cantautor catala
Guillem Ramisa,indie catala
Guillem Ramisa,rock catala
Germà Aire,indie catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
Reïna,indie catala
Marialluïsa,indie catala
Miquel Serra,indie catala
Miquel Serra,musica mallorquina
Xarim Aresté,indie catala
Xarim Aresté,rock catala
Nico Roig,indie catala
Sandra Monfort,indie catala
Marala,indie catala
Mar Pujol,indie catala
MARIA HEIN,indie catala
Cálido home,spanish indie folk
MTINES,indie catala
Anna Andreu,indie catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Germà Aire,indie catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Marialluïsa,indie catala
GUINEU,indie catala
Ferran Palau,cantautor catala
Ferran Palau,indie catala
Ferran Palau,rock catala
MARIA HEIN,indie catala
b1n0,indie catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Núria Graham,indie catala
Junco y Mimbre,indie catala
Lluís Cabot,indie catala
Lluís Cabot,musica mallorquina
Ariox,indie catala
Ariox,musica catalana
Angeladorrrm,indie catala
Júlia Colom,indie catala
Galgo Lento,indie catala
Maria Jaume,indie catala
Maria Jaume,rock catala
Reïna,indie catala
Ariox,indie catala
Ariox,musica catalana
roserona,indie catala
roserona,musica catalana
Ven'nus,indie catala
Ven'nus,musica catalana
xicu,indie catala
xicu,musica catalana
Lluc,trap catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Socunbohemio,indie catala
Julieta,musica catalana
Massaviu,indie catala
Massaviu,musica catalana
Galgo Lento,indie catala
Júlia Colom,indie catala
Lluís Cabot,indie catala
Lluís Cabot,musica mallorquina
Carlota Flâneur,indie catala
Junco y Mimbre,indie catala
Anna Andreu,indie catala
Germà Aire,indie catala
Anna Ferrer,musica menorquina
Mar Pujol,indie catala
b1n0,indie catala
MARIA HEIN,indie catala
Bofirax,spanish electronic
Vernat,indie catala
Clara Peya,cantautor catala
Clara Peya,indie catala
GUINEU,indie catala
Bofirax,spanish electronic
b1n0,indie catala
Carlota Flâneur,indie catala
Junco y Mimbre,indie catala
Júlia,indie valenciana
julia amor,tontipop
Caseta,indie catala
GUINEU,indie catala
MTINES,indie catala
Sandra Monfort,indie catala
b1n0,indie catala
Junco y Mimbre,indie catala
Germà Aire,indie catala
Jordi Matas,jazz catala
Carlota Flâneur,indie catala
Lluís Cabot,indie catala
Lluís Cabot,musica mallorquina
Remei de Ca la Fresca,indie catala
Marialluïsa,indie catala
Anna Andreu,indie catala
Arthur Caravan,indie valenciana
Joe Pask,indie valenciana
L'Emperador,indie valenciana
Els Jóvens,indie valenciana
Gener,indie valenciana
L'Home Brut,indie valenciana
Òscar Briz,indie valenciana
Senior i el cor brutal,indie catala
Novembre Elèctric,indie valenciana
Verdcel,indie valenciana
Verdcel,rock catala
Geografies,indie valenciana
Tardor,indie valenciana
Sandra Monfort,indie catala
Donallop,cantautor catala
Donallop,indie catala
Donallop,musica mallorquina
King Kong Boy,musica valenciana
Germà Aire,indie catala
Angeladorrrm,indie catala
Polseguera,indie catala
Súper Gegant,indie catala
Lluís Cabot,indie catala
Lluís Cabot,musica mallorquina
Filipin Yess,indie catala
Power Burkas,indie catala
Power Burkas,musica menorquina
Caseta,indie catala
L'Hereu Escampa,indie catala
L'Hereu Escampa,punk catala
L'Hereu Escampa,spanish indie rock
Ernest Crusats,indie catala
MTINES,indie catala
La Sentina,indie catala
vàlius,indie catala
b1n0,indie catala
Remei de Ca la Fresca,indie catala
IZZKID,hyperpop en espanol
Lluc,trap catala
Flashy Ice Cream,rap catala
Flashy Ice Cream,trap catala
MARIA HEIN,indie catala
Julieta,musica catalana
roserona,indie catala
roserona,musica catalana
Ariox,indie catala
Ariox,musica catalana
Massaviu,indie catala
Massaviu,musica catalana
roserona,indie catala
roserona,musica catalana
Ariox,indie catala
Ariox,musica catalana
Ven'nus,indie catala
Ven'nus,musica catalana
xicu,indie catala
xicu,musica catalana
Maria Jaume,indie catala
Maria Jaume,rock catala
miquel,indie catala
MARIA HEIN,indie catala
Iglú,indie catala
Iglú,musica catalana
Al·lèrgiques al pol·len,indie catala
Al·lèrgiques al pol·len,musica catalana
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
Reïna,indie catala
Lluc,trap catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Ginestà,cantautor catala
Ginestà,indie catala
Ginestà,musica catalana
Ginestà,rock catala
La Ludwig Band,indie catala
La Ludwig Band,rock catala
Ariox,indie catala
Ariox,musica catalana
xicu,indie catala
xicu,musica catalana
roserona,indie catala
roserona,musica catalana
Al·lèrgiques al pol·len,indie catala
Al·lèrgiques al pol·len,musica catalana
Iglú,indie catala
Iglú,musica catalana
Massaviu,indie catala
Massaviu,musica catalana
Lluc,trap catala
MARIA HEIN,indie catala
Socunbohemio,indie catala
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
Galgo Lento,indie catala
miquel,indie catala
paunezz,indie catala
Maio,musica catalana
Reïna,indie catala
paunezz,indie catala
MTINES,indie catala
Reïna,indie catala
Da Souza,indie catala
Da Souza,musica mallorquina
Da Souza,rock catala
MARIA HEIN,indie catala
Lluís Cabot,indie catala
Lluís Cabot,musica mallorquina
Miquel Serra,indie catala
Miquel Serra,musica mallorquina
Ariox,indie catala
Ariox,musica catalana
Anna Andreu,indie catala
Renaldo & Clara,indie catala
Renaldo & Clara,rock catala
Jo Jet i Maria Ribot,indie catala
Jo Jet i Maria Ribot,rock catala
Socunbohemio,indie catala
Ven'nus,indie catala
Ven'nus,musica catalana
Salvatge Cor,indie catala
Salvatge Cor,musica mallorquina
xicu,indie catala
xicu,musica catalana
Al·lèrgiques al pol·len,indie catala
Al·lèrgiques al pol·len,musica catalana
Marialluïsa,indie catala
roserona,indie catala
roserona,musica catalana
La Ludwig Band,indie catala
La Ludwig Band,rock catala
Pau Vallvé,cantautor catala
Pau Vallvé,indie catala
Pau Vallvé,rock catala
Guillem Ramisa,cantautor catala
Guillem Ramisa,indie catala
Guillem Ramisa,rock catala
